Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16,Datetime
21/08/2004,07.00.00,-200.0,826.0,,,698.0,,1017.0,,1331.0,542.0,"25,7","36,9","1,1991",,,
21/08/2004,08.00.00,-200.0,809.0,,,664.0,,1061.0,,1323.0,459.0,"26,8","35,0","1,2175",,,
21/08/2004,09.00.00,-200.0,809.0,,,624.0,,1131.0,,1309.0,415.0,"28,0","34,9","1,3008",,,
21/08/2004,10.00.00,-200.0,853.0,,,681.0,,1031.0,,1368.0,457.0,"29,0","34,1","1,3445",,,
21/08/2004,11.00.00,-200.0,814.0,,,657.0,,1086.0,,1332.0,429.0,"30,4","30,8","1,3155",,,
21/08/2004,12.00.00,-200.0,807.0,,,658.0,,1113.0,,1328.0,428.0,"32,4","26,3","1,2523",,,
21/08/2004,13.00.00,-200.0,811.0,,,653.0,,1120.0,,1336.0,423.0,"31,0","28,9","1,2770",,,
21/08/2004,14.00.00,-200.0,796.0,,,601.0,,1171.0,,1314.0,410.0,"29,3","33,1","1,3220",,,
21/08/2004,15.00.00,-200.0,833.0,,,649.0,,1142.0,,1354.0,437.0,"26,9","35,2","1,2334",,,
21/08/2004,16.00.00,-200.0,856.0,,,684.0,,1023.0,,1368.0,520.0,"28,1","34,2","1,2802",,,
21/08/2004,17.00.00,-200.0,830.0,,,696.0,,1060.0,,1328.0,461.0,"28,5","29,4","1,1298",,,
21/08/2004,18.00.00,-200.0,883.0,,,782.0,,958.0,,1395.0,571.0,"27,3","31,0","1,1110",,,
21/08/2004,19.00.00,-200.0,965.0,,,936.0,,808.0,,1535.0,866.0,"25,4","36,2","1,1562",,,
21/08/2004,20.00.00,-200.0,931.0,,,890.0,,831.0,,1474.0,841.0,"24,6","38,0","1,1580",,,
21/08/2004,21.00.00,-200.0,885.0,,,791.0,,941.0,,1425.0,706.0,"24,3","41,6","1,2467",,,
21/08/2004,22.00.00,-200.0,900.0,,,773.0,,944.0,,1426.0,703.0,"24,9","40,8","1,2696",,,
21/08/2004,23.00.00,-200.0,904.0,,,845.0,,878.0,,1483.0,775.0,"23,8","44,7","1,3019",,,
22/08/2004,00.00.00,-200.0,944.0,,,900.0,,809.0,,1549.0,830.0,"22,8","49,8","1,3670",,,
22/08/2004,01.00.00,-200.0,907.0,,,832.0,,868.0,,1492.0,808.0,"22,8","49,4","1,3568",,,
22/08/2004,02.00.00,-200.0,886.0,,,774.0,,868.0,,1486.0,815.0,"20,9","57,4","1,4037",,,
22/08/2004,03.00.00,-200.0,882.0,,,767.0,,856.0,,1492.0,897.0,"20,5","60,6","1,4470",,,
22/08/2004,04.00.00,-200.0,843.0,,,713.0,,917.0,,1426.0,836.0,"19,6","63,7","1,4396",,,
22/08/2004,05.00.00,-200.0,825.0,,,694.0,,935.0,,1415.0,774.0,"19,4","64,5","1,4394",,,
22/08/2004,06.00.00,-200.0,791.0,,,638.0,,1038.0,,1389.0,698.0,"18,6","67,4","1,4302",,,
22/08/2004,07.00.00,-200.0,856.0,,,735.0,,936.0,,1455.0,800.0,"19,6","63,7","1,4419",,,
22/08/2004,08.00.00,-200.0,861.0,,,746.0,,911.0,,1448.0,771.0,"21,7","56,4","1,4496",,,
22/08/2004,09.00.00,-200.0,924.0,,,814.0,,830.0,,1519.0,798.0,"25,2","47,4","1,4978",,,
22/08/2004,10.00.00,-200.0,941.0,,,805.0,,842.0,,1512.0,755.0,"30,4","34,1","1,4577",,,
22/08/2004,11.00.00,-200.0,879.0,,,775.0,,899.0,,1407.0,657.0,"33,4","25,1","1,2665",,,
22/08/2004,12.00.00,-200.0,816.0,,,742.0,,1009.0,,1305.0,537.0,"35,5","18,2","1,0376",,,
22/08/2004,13.00.00,-200.0,715.0,,,589.0,,1286.0,,1127.0,390.0,"35,1","15,7","0,8757",,,
22/08/2004,14.00.00,-200.0,717.0,,,570.0,,1326.0,,1110.0,368.0,"33,3","17,1","0,8592",,,
22/08/2004,15.00.00,-200.0,711.0,,,640.0,,1224.0,,1084.0,391.0,"36,6","11,8","0,7107",,,
22/08/2004,16.00.00,-200.0,731.0,,,686.0,,1212.0,,1104.0,413.0,"38,3","10,0","0,6591",,,
22/08/2004,17.00.00,-200.0,752.0,,,713.0,,1163.0,,1144.0,435.0,"37,3","10,9","0,6846",,,
22/08/2004,18.00.00,-200.0,879.0,,,779.0,,999.0,,1347.0,535.0,"34,6","20,0","1,0817",,,
22/08/2004,19.00.00,-200.0,922.0,,,874.0,,851.0,,1447.0,663.0,"30,4","28,2","1,2040",,,
22/08/2004,20.00.00,-200.0,958.0,,,900.0,,782.0,,1493.0,830.0,"28,1","34,3","1,2821",,,
22/08/2004,21.00.00,-200.0,949.0,,,876.0,,773.0,,1500.0,911.0,"26,5","36,6","1,2484",,,
22/08/2004,22.00.00,-200.0,922.0,,,818.0,,826.0,,1454.0,848.0,"25,7","38,5","1,2548",,,
22/08/2004,23.00.00,-200.0,902.0,,,790.0,,856.0,,1428.0,799.0,"24,7","41,6","1,2751",,,
23/08/2004,00.00.00,-200.0,932.0,,,820.0,,817.0,,1462.0,921.0,"23,6","45,4","1,3067",,,
23/08/2004,01.00.00,-200.0,870.0,,,733.0,,903.0,,1392.0,762.0,"23,4","46,3","1,3134",,,
23/08/2004,02.00.00,-200.0,812.0,,,675.0,,995.0,,1348.0,661.0,"21,6","51,6","1,3171",,,
23/08/2004,03.00.00,-200.0,773.0,,,613.0,,1065.0,,1321.0,597.0,"21,2","53,3","1,3280",,,
23/08/2004,04.00.00,-200.0,769.0,,,582.0,,1105.0,,1306.0,616.0,"20,6","55,1","1,3237",,,
23/08/2004,05.00.00,-200.0,763.0,,,583.0,,1093.0,,1288.0,596.0,"22,1","49,6","1,3022",,,
23/08/2004,06.00.00,-200.0,809.0,,,701.0,,997.0,,1384.0,649.0,"21,1","51,6","1,2784",,,
23/08/2004,07.00.00,-200.0,893.0,,,881.0,,810.0,,1486.0,792.0,"21,8","48,6","1,2556",,,
23/08/2004,08.00.00,-200.0,1028.0,,,1146.0,,638.0,,1766.0,1080.0,"21,7","49,1","1,2602",,,
23/08/2004,09.00.00,2.0,1011.0,,,1051.0,111.0,702.0,,1659.0,1087.0,"25,3","41,7","1,3243",,,
23/08/2004,10.00.00,-200.0,994.0,,,947.0,,764.0,,1572.0,983.0,"30,3","30,9","1,3096",,,
23/08/2004,11.00.00,,937.0,,,908.0,86.0,822.0,83.0,1466.0,826.0,"32,9","24,9","1,2269",,,
23/08/2004,12.00.00,,902.0,,,808.0,57.0,912.0,64.0,1408.0,632.0,"34,4","23,5","1,2541",,,
23/08/2004,13.00.00,1.0,860.0,,,748.0,39.0,955.0,50.0,1344.0,532.0,"34,3","22,5","1,1974",,,
23/08/2004,14.00.00,,843.0,,,716.0,41.0,1005.0,53.0,1305.0,496.0,"33,4","21,6","1,0927",,,
23/08/2004,15.00.00,1.0,872.0,,,760.0,47.0,979.0,57.0,1314.0,513.0,"36,1","18,4","1,0827",,,
23/08/2004,16.00.00,,857.0,,,775.0,45.0,979.0,55.0,1258.0,512.0,"37,3","15,4","0,9692",,,
23/08/2004,17.00.00,,922.0,,,878.0,60.0,880.0,70.0,1363.0,615.0,"36,8","16,2","0,9922",,,
23/08/2004,18.00.00,,951.0,,,875.0,51.0,856.0,68.0,1406.0,600.0,"34,9","20,9","1,1463",,,
23/08/2004,19.00.00,,962.0,,,891.0,53.0,813.0,73.0,1442.0,634.0,"30,8","26,5","1,1603",,,
23/08/2004,20.00.00,,957.0,,,926.0,72.0,758.0,92.0,1480.0,830.0,"28,9","28,3","1,1078",,,
23/08/2004,21.00.00,,928.0,,,837.0,62.0,808.0,80.0,1410.0,871.0,"27,0","30,7","1,0790",,,
23/08/2004,22.00.00,,895.0,,,846.0,41.0,819.0,60.0,1371.0,787.0,"26,6","30,6","1,0459",,,
23/08/2004,23.00.00,,902.0,,,797.0,32.0,845.0,49.0,1355.0,841.0,"26,0","33,1","1,0955",,,
24/08/2004,00.00.00,,904.0,,,801.0,44.0,852.0,53.0,1400.0,862.0,"24,1","37,9","1,1204",,,
24/08/2004,01.00.00,,919.0,,,799.0,29.0,844.0,50.0,1409.0,881.0,"22,2","43,1","1,1396",,,
24/08/2004,02.00.00,,812.0,,,663.0,18.0,982.0,34.0,1265.0,709.0,"22,8","41,3","1,1284",,,
24/08/2004,03.00.00,,776.0,,,590.0,,1099.0,,1245.0,602.0,"21,2","43,8","1,0880",,,
24/08/2004,04.00.00,,762.0,,,563.0,12.0,1181.0,21.0,1208.0,492.0,"21,7","42,6","1,0907",,,
24/08/2004,05.00.00,,786.0,,,642.0,39.0,1057.0,48.0,1270.0,592.0,"20,2","47,1","1,1021",,,
24/08/2004,06.00.00,,868.0,,,798.0,83.0,866.0,71.0,1392.0,824.0,"20,1","47,8","1,1093",,,
24/08/2004,07.00.00,,965.0,,,977.0,149.0,725.0,94.0,1515.0,1014.0,"20,6","45,5","1,0925",,,
24/08/2004,08.00.00,,1049.0,,,1133.0,216.0,630.0,118.0,1662.0,1208.0,"22,4","41,1","1,0979",,,
24/08/2004,09.00.00,,1008.0,,,973.0,153.0,714.0,105.0,1509.0,1178.0,"25,0","36,6","1,1430",,,
24/08/2004,10.00.00,2.0,1008.0,,,1021.0,177.0,714.0,122.0,1549.0,1176.0,"29,9","26,2","1,0891",,,
24/08/2004,11.00.00,,973.0,,,911.0,126.0,800.0,121.0,1441.0,891.0,"32,9","21,8","1,0714",,,
24/08/2004,12.00.00,,964.0,,,959.0,96.0,787.0,115.0,1438.0,731.0,"35,0","17,9","0,9900",,,
24/08/2004,13.00.00,,923.0,,,862.0,92.0,875.0,107.0,1363.0,626.0,"34,6","18,2","0,9832",,,
24/08/2004,14.00.00,1.0,934.0,,,811.0,75.0,896.0,86.0,1343.0,553.0,"33,8","22,8","1,1781",,,
24/08/2004,15.00.00,,1036.0,,,943.0,109.0,770.0,118.0,1509.0,770.0,"36,3","19,5","1,1539",,,
24/08/2004,16.00.00,2.0,1076.0,,,994.0,133.0,723.0,129.0,1549.0,938.0,"38,3","17,9","1,1810",,,
24/08/2004,17.00.00,,1055.0,,,927.0,87.0,757.0,90.0,1520.0,716.0,"36,9","20,9","1,2864",,,
24/08/2004,18.00.00,,1081.0,,,938.0,80.0,728.0,87.0,1568.0,714.0,"33,9","30,0","1,5600",,,
24/08/2004,19.00.00,,1072.0,,,850.0,70.0,737.0,65.0,1604.0,702.0,"29,8","43,4","1,7988",,,
24/08/2004,20.00.00,,1038.0,,,773.0,67.0,749.0,61.0,1568.0,687.0,"27,5","50,4","1,8274",,,
24/08/2004,21.00.00,,1059.0,,,800.0,66.0,740.0,62.0,1604.0,739.0,"27,5","50,4","1,8284",,,
24/08/2004,22.00.00,,1070.0,,,852.0,97.0,704.0,85.0,1639.0,867.0,"28,1","48,0","1,7933",,,
24/08/2004,23.00.00,,1093.0,,,893.0,90.0,677.0,83.0,1678.0,927.0,"26,9","49,6","1,7299",,,
25/08/2004,00.00.00,,1016.0,,,849.0,99.0,729.0,84.0,1609.0,872.0,"26,0","48,0","1,5899",,,
25/08/2004,01.00.00,,988.0,,,825.0,71.0,756.0,71.0,1559.0,848.0,"24,9","50,6","1,5747",,,
25/08/2004,02.00.00,,930.0,,,749.0,59.0,823.0,62.0,1464.0,777.0,"23,7","53,2","1,5418",,,
25/08/2004,03.00.00,,815.0,,,584.0,,1102.0,,1363.0,513.0,"24,5","50,9","1,5416",,,
25/08/2004,04.00.00,,884.0,,,686.0,26.0,908.0,40.0,1439.0,651.0,"22,9","56,1","1,5492",,,
25/08/2004,05.00.00,,913.0,,,730.0,47.0,883.0,50.0,1493.0,774.0,"23,3","55,5","1,5636",,,
25/08/2004,06.00.00,,994.0,,,829.0,108.0,784.0,78.0,1581.0,982.0,"23,6","54,2","1,5583",,,
25/08/2004,07.00.00,,1173.0,,,1047.0,160.0,631.0,89.0,1815.0,1175.0,"24,9","52,9","1,6430",,,
25/08/2004,08.00.00,,1314.0,,,1325.0,204.0,499.0,106.0,2143.0,1390.0,"26,4","50,8","1,7166",,,
25/08/2004,09.00.00,,1252.0,,,1168.0,193.0,557.0,107.0,1938.0,1352.0,"28,1","47,4","1,7753",,,
25/08/2004,10.00.00,,1151.0,,,1053.0,146.0,623.0,93.0,1835.0,1152.0,"30,2","43,2","1,8230",,,
25/08/2004,11.00.00,2.0,1122.0,,,951.0,126.0,687.0,95.0,1729.0,1022.0,"31,2","41,9","1,8710",,,
25/08/2004,12.00.00,,1111.0,,,927.0,90.0,707.0,78.0,1715.0,922.0,"33,9","36,0","1,8692",,,
25/08/2004,13.00.00,,1058.0,,,894.0,84.0,736.0,76.0,1648.0,825.0,"33,9","34,1","1,7754",,,
25/08/2004,14.00.00,,972.0,,,820.0,60.0,811.0,66.0,1535.0,630.0,"34,4","30,6","1,6402",,,
25/08/2004,15.00.00,,985.0,,,826.0,66.0,808.0,71.0,1544.0,621.0,"35,3","28,5","1,6034",,,
25/08/2004,16.00.00,,1004.0,,,814.0,57.0,808.0,61.0,1520.0,602.0,"36,3","28,3","1,6851",,,
25/08/2004,17.00.00,,1030.0,,,897.0,71.0,733.0,73.0,1592.0,668.0,"35,3","29,4","1,6577",,,
25/08/2004,18.00.00,,965.0,,,802.0,51.0,821.0,54.0,1504.0,564.0,"32,5","34,1","1,6453",,,
25/08/2004,19.00.00,,987.0,,,824.0,49.0,793.0,53.0,1541.0,581.0,"29,1","42,1","1,6695",,,
25/08/2004,20.00.00,,923.0,,,811.0,59.0,804.0,69.0,1434.0,604.0,"27,8","35,6","1,3116",,,
25/08/2004,21.00.00,,872.0,,,824.0,66.0,853.0,77.0,1346.0,590.0,"27,0","30,0","1,0542",,,
25/08/2004,22.00.00,,939.0,,,849.0,72.0,804.0,83.0,1479.0,650.0,"26,3","37,3","1,2555",,,
25/08/2004,23.00.00,,954.0,,,855.0,89.0,792.0,94.0,1474.0,745.0,"25,2","40,8","1,2877",,,
26/08/2004,00.00.00,,969.0,,,857.0,75.0,753.0,84.0,1485.0,821.0,"24,3","43,3","1,2973",,,
26/08/2004,01.00.00,,882.0,,,763.0,38.0,879.0,55.0,1388.0,656.0,"23,3","45,3","1,2794",,,
26/08/2004,02.00.00,,805.0,,,637.0,24.0,1048.0,35.0,1276.0,520.0,"24,1","44,0","1,3034",,,
26/08/2004,03.00.00,,790.0,,,590.0,,1122.0,,1257.0,493.0,"23,8","44,8","1,3061",,,
26/08/2004,04.00.00,-200.0,779.0,,,560.0,19.0,1189.0,31.0,1231.0,487.0,"23,0","47,7","1,3232",,,
26/08/2004,05.00.00,,842.0,,,640.0,40.0,1070.0,45.0,1293.0,595.0,"23,7","46,7","1,3501",,,
26/08/2004,06.00.00,1.0,,,,,63.0,,59.0,,,-200,-200,-200,,,
26/08/2004,07.00.00,,,,,,121.0,,83.0,,,-200,-200,-200,,,
26/08/2004,08.00.00,,,,,,143.0,,90.0,,,-200,-200,-200,,,
26/08/2004,09.00.00,,,,,,104.0,,87.0,,,-200,-200,-200,,,
26/08/2004,10.00.00,,,,,,111.0,,83.0,,,-200,-200,-200,,,
26/08/2004,11.00.00,,,,,,83.0,,71.0,,,-200,-200,-200,,,
26/08/2004,12.00.00,,,,,,90.0,,77.0,,,-200,-200,-200,,,
26/08/2004,13.00.00,,,,,,82.0,,75.0,,,-200,-200,-200,,,
26/08/2004,14.00.00,,,,,,48.0,,52.0,,,-200,-200,-200,,,
26/08/2004,15.00.00,,,,,,89.0,,76.0,,,-200,-200,-200,,,
26/08/2004,16.00.00,1.0,,,,,58.0,,60.0,,,-200,-200,-200,,,
26/08/2004,17.00.00,,,,,,129.0,,99.0,,,-200,-200,-200,,,
26/08/2004,18.00.00,,,,,,103.0,,88.0,,,-200,-200,-200,,,
26/08/2004,19.00.00,,,,,,115.0,,91.0,,,-200,-200,-200,,,
26/08/2004,20.00.00,,,,,,108.0,,91.0,,,-200,-200,-200,,,
26/08/2004,21.00.00,1.0,,,,,60.0,,68.0,,,-200,-200,-200,,,
26/08/2004,22.00.00,,,,,,68.0,,71.0,,,-200,-200,-200,,,
26/08/2004,23.00.00,,,,,,36.0,,49.0,,,-200,-200,-200,,,
27/08/2004,00.00.00,,,,,,81.0,,71.0,,,-200,-200,-200,,,
27/08/2004,01.00.00,,,,,,91.0,,76.0,,,-200,-200,-200,,,
27/08/2004,02.00.00,1.0,,,,,65.0,,67.0,,,-200,-200,-200,,,
27/08/2004,03.00.00,,,,,,,,,,,-200,-200,-200,,,
27/08/2004,04.00.00,,,,,,46.0,,58.0,,,-200,-200,-200,,,
27/08/2004,05.00.00,,,,,,71.0,,53.0,,,-200,-200,-200,,,
27/08/2004,06.00.00,,,,,,92.0,,52.0,,,-200,-200,-200,,,
27/08/2004,07.00.00,,,,,,201.0,,68.0,,,-200,-200,-200,,,
27/08/2004,08.00.00,,,,,,169.0,,69.0,,,-200,-200,-200,,,
27/08/2004,09.00.00,,,,,,158.0,,83.0,,,-200,-200,-200,,,
27/08/2004,10.00.00,,,,,,147.0,,99.0,,,-200,-200,-200,,,
27/08/2004,11.00.00,,,,,,119.0,,101.0,,,-200,-200,-200,,,
27/08/2004,12.00.00,2.0,,,,,114.0,,104.0,,,-200,-200,-200,,,
27/08/2004,13.00.00,,,,,,92.0,,89.0,,,-200,-200,-200,,,
27/08/2004,14.00.00,,,,,,82.0,,88.0,,,-200,-200,-200,,,
27/08/2004,15.00.00,,,,,,85.0,,89.0,,,-200,-200,-200,,,
27/08/2004,16.00.00,,,,,,96.0,,92.0,,,-200,-200,-200,,,
27/08/2004,17.00.00,,,,,,104.0,,109.0,,,-200,-200,-200,,,
27/08/2004,18.00.00,2.0,,,,,101.0,,107.0,,,-200,-200,-200,,,
27/08/2004,19.00.00,,,,,,128.0,,116.0,,,-200,-200,-200,,,
27/08/2004,20.00.00,,,,,,147.0,,124.0,,,-200,-200,-200,,,
27/08/2004,21.00.00,,,,,,115.0,,112.0,,,-200,-200,-200,,,
27/08/2004,22.00.00,,,,,,97.0,,99.0,,,-200,-200,-200,,,
27/08/2004,23.00.00,,,,,,74.0,,85.0,,,-200,-200,-200,,,
28/08/2004,00.00.00,,,,,,50.0,,69.0,,,-200,-200,-200,,,
28/08/2004,01.00.00,,,,,,41.0,,58.0,,,-200,-200,-200,,,
28/08/2004,02.00.00,,,,,,36.0,,49.0,,,-200,-200,-200,,,
28/08/2004,03.00.00,,835.0,,,699.0,,912.0,,1361.0,796.0,"19,8","59,3","1,3505",,,
28/08/2004,04.00.00,,792.0,,,621.0,40.0,1015.0,56.0,1322.0,714.0,"20,0","59,3","1,3681",,,
28/08/2004,05.00.00,,749.0,,,559.0,25.0,1145.0,33.0,1255.0,584.0,"22,5","48,6","1,3077",,,
28/08/2004,06.00.00,,803.0,,,676.0,38.0,975.0,39.0,1303.0,676.0,"19,5","57,0","1,2739",,,
28/08/2004,07.00.00,,818.0,,,726.0,38.0,921.0,43.0,1330.0,685.0,"19,6","56,1","1,2651",,,
28/08/2004,08.00.00,,932.0,,,861.0,75.0,767.0,62.0,1483.0,894.0,"20,7","53,3","1,2870",,,
28/08/2004,09.00.00,,977.0,,,913.0,104.0,744.0,81.0,1512.0,977.0,"24,7","41,8","1,2839",,,
28/08/2004,10.00.00,,1011.0,,,945.0,134.0,733.0,102.0,1570.0,1034.0,"29,9","30,5","1,2616",,,
28/08/2004,11.00.00,,975.0,,,887.0,85.0,829.0,86.0,1478.0,737.0,"32,3","27,2","1,2933",,,
28/08/2004,12.00.00,,958.0,,,867.0,30.0,828.0,37.0,1468.0,660.0,"34,3","24,5","1,3021",,,
28/08/2004,13.00.00,,903.0,,,805.0,49.0,886.0,64.0,1361.0,581.0,"33,4","22,5","1,1398",,,
28/08/2004,14.00.00,-200.0,854.0,,,684.0,,1020.0,,1294.0,456.0,"32,7","22,8","1,1069",,,
28/08/2004,15.00.00,-200.0,890.0,,,749.0,,953.0,,1332.0,483.0,"34,5","20,5","1,1028",,,
28/08/2004,16.00.00,-200.0,962.0,,,845.0,,877.0,,1379.0,575.0,"35,9","20,3","1,1800",,,
28/08/2004,17.00.00,-200.0,1028.0,,,934.0,,786.0,,1481.0,707.0,"35,8","23,0","1,3323",,,
28/08/2004,18.00.00,-200.0,1031.0,,,901.0,,775.0,,1502.0,628.0,"33,5","29,0","1,4797",,,
28/08/2004,19.00.00,-200.0,1087.0,,,938.0,,690.0,,1613.0,747.0,"29,8","39,6","1,6324",,,
28/08/2004,20.00.00,-200.0,1029.0,,,862.0,,727.0,,1539.0,733.0,"27,9","43,1","1,6004",,,
28/08/2004,21.00.00,-200.0,1070.0,,,932.0,,685.0,,1648.0,847.0,"27,3","44,5","1,5885",,,
28/08/2004,22.00.00,-200.0,1059.0,,,914.0,,697.0,,1617.0,895.0,"26,0","47,6","1,5806",,,
28/08/2004,23.00.00,-200.0,1125.0,,,952.0,,646.0,,1690.0,995.0,"25,3","52,9","1,6765",,,
29/08/2004,00.00.00,-200.0,1062.0,,,829.0,,714.0,,1592.0,846.0,"24,5","56,3","1,7026",,,
29/08/2004,01.00.00,-200.0,1049.0,,,853.0,,699.0,,1605.0,882.0,"23,5","59,8","1,7141",,,
29/08/2004,02.00.00,-200.0,999.0,,,871.0,,711.0,,1580.0,909.0,"22,6","62,6","1,6945",,,
29/08/2004,03.00.00,-200.0,947.0,,,808.0,,768.0,,1537.0,851.0,"21,8","64,6","1,6721",,,
29/08/2004,04.00.00,-200.0,904.0,,,753.0,,809.0,,1529.0,766.0,"21,0","66,9","1,6454",,,
29/08/2004,05.00.00,-200.0,894.0,,,681.0,,843.0,,1476.0,765.0,"21,2","66,4","1,6468",,,
29/08/2004,06.00.00,-200.0,875.0,,,654.0,,897.0,,1463.0,752.0,"21,0","66,5","1,6344",,,
29/08/2004,07.00.00,-200.0,870.0,,,637.0,,947.0,,1445.0,716.0,"21,3","64,1","1,6043",,,
29/08/2004,08.00.00,-200.0,952.0,,,756.0,,809.0,,1518.0,825.0,"22,7","58,1","1,5856",,,
29/08/2004,09.00.00,-200.0,949.0,,,705.0,,859.0,,1460.0,691.0,"25,1","51,8","1,6304",,,
29/08/2004,10.00.00,-200.0,1028.0,,,854.0,,776.0,,1561.0,761.0,"29,5","39,0","1,5868",,,
29/08/2004,11.00.00,-200.0,1003.0,,,849.0,,800.0,,1511.0,710.0,"32,3","31,8","1,5128",,,
29/08/2004,12.00.00,-200.0,934.0,,,763.0,,872.0,,1435.0,567.0,"33,6","28,9","1,4792",,,
29/08/2004,13.00.00,-200.0,872.0,,,710.0,,956.0,,1377.0,493.0,"31,9","28,2","1,3116",,,
29/08/2004,14.00.00,-200.0,852.0,,,684.0,,982.0,,1343.0,477.0,"32,5","25,9","1,2437",,,
29/08/2004,15.00.00,-200.0,881.0,,,715.0,,955.0,,1352.0,502.0,"34,1","23,4","1,2307",,,
29/08/2004,16.00.00,-200.0,942.0,,,783.0,,898.0,,1397.0,568.0,"36,2","21,4","1,2664",,,
29/08/2004,17.00.00,-200.0,1038.0,,,925.0,,746.0,,1534.0,714.0,"35,6","22,6","1,2984",,,
29/08/2004,18.00.00,-200.0,1042.0,,,932.0,,752.0,,1530.0,717.0,"33,6","25,7","1,3101",,,
29/08/2004,19.00.00,-200.0,1181.0,,,1107.0,,590.0,,1807.0,935.0,"29,9","35,2","1,4603",,,
29/08/2004,20.00.00,-200.0,1116.0,,,1044.0,,613.0,,1694.0,954.0,"28,3","39,2","1,4826",,,
29/08/2004,21.00.00,-200.0,1062.0,,,923.0,,697.0,,1602.0,839.0,"27,0","43,0","1,5118",,,
29/08/2004,22.00.00,-200.0,1085.0,,,948.0,,680.0,,1635.0,880.0,"26,2","46,8","1,5669",,,
29/08/2004,23.00.00,-200.0,1161.0,,,1057.0,,613.0,,1764.0,1026.0,"25,1","51,5","1,6210",,,
30/08/2004,00.00.00,-200.0,1053.0,,,891.0,,690.0,,1589.0,898.0,"24,1","55,3","1,6363",,,
30/08/2004,01.00.00,-200.0,956.0,,,740.0,,831.0,,1474.0,717.0,"23,8","57,8","1,6770",,,
30/08/2004,02.00.00,-200.0,859.0,,,646.0,,951.0,,1376.0,607.0,"23,7","56,2","1,6255",,,
30/08/2004,03.00.00,-200.0,813.0,,,566.0,,1123.0,,1328.0,501.0,"24,8","52,2","1,6086",,,
30/08/2004,04.00.00,-200.0,815.0,,,565.0,,1127.0,,1350.0,541.0,"22,9","59,4","1,6353",,,
30/08/2004,05.00.00,-200.0,902.0,,,706.0,,877.0,,1463.0,708.0,"22,0","62,3","1,6266",,,
30/08/2004,06.00.00,-200.0,1017.0,,,885.0,,726.0,,1609.0,884.0,"21,5","64,0","1,6256",,,
30/08/2004,07.00.00,-200.0,1336.0,,,1385.0,,477.0,,2133.0,1357.0,"22,6","60,3","1,6287",,,
30/08/2004,08.00.00,-200.0,1393.0,,,1567.0,,416.0,,2381.0,1562.0,"23,8","56,5","1,6400",,,
30/08/2004,09.00.00,-200.0,1271.0,,,1308.0,,517.0,,2007.0,1411.0,"25,7","50,6","1,6475",,,
30/08/2004,10.00.00,-200.0,1169.0,,,1107.0,,607.0,,1818.0,1175.0,"27,8","45,4","1,6751",,,
30/08/2004,11.00.00,-200.0,1143.0,,,1043.0,,643.0,,1747.0,1079.0,"29,9","39,6","1,6397",,,
30/08/2004,12.00.00,-200.0,1084.0,,,980.0,,679.0,,1653.0,923.0,"31,6","34,7","1,5890",,,
30/08/2004,13.00.00,-200.0,1051.0,,,950.0,,715.0,,1644.0,748.0,"31,5","34,4","1,5665",,,
30/08/2004,14.00.00,-200.0,1020.0,,,882.0,,765.0,,1553.0,635.0,"31,2","35,0","1,5669",,,
30/08/2004,15.00.00,-200.0,1111.0,,,1088.0,,635.0,,1719.0,884.0,"33,0","31,4","1,5583",,,
30/08/2004,16.00.00,-200.0,1125.0,,,1056.0,,645.0,,1716.0,929.0,"33,8","29,2","1,5143",,,
30/08/2004,17.00.00,-200.0,1099.0,,,1048.0,,657.0,,1711.0,779.0,"33,0","29,5","1,4613",,,
30/08/2004,18.00.00,-200.0,1132.0,,,1121.0,,611.0,,1757.0,906.0,"32,3","30,2","1,4347",,,
30/08/2004,19.00.00,-200.0,1077.0,,,1025.0,,629.0,,1677.0,772.0,"28,4","38,4","1,4616",,,
30/08/2004,20.00.00,-200.0,1076.0,,,988.0,,648.0,,1649.0,883.0,"26,9","43,2","1,5052",,,
30/08/2004,21.00.00,-200.0,1070.0,,,1008.0,,656.0,,1649.0,963.0,"26,0","43,6","1,4407",,,
30/08/2004,22.00.00,-200.0,1052.0,,,956.0,,675.0,,1581.0,987.0,"25,0","47,6","1,4872",,,
30/08/2004,23.00.00,-200.0,988.0,,,862.0,,736.0,,1539.0,893.0,"24,6","50,9","1,5508",,,
31/08/2004,00.00.00,-200.0,926.0,,,769.0,,836.0,,1467.0,801.0,"24,0","55,6","1,6381",,,
31/08/2004,01.00.00,-200.0,925.0,,,749.0,,826.0,,1482.0,739.0,"23,5","58,3","1,6672",,,
31/08/2004,02.00.00,-200.0,869.0,,,648.0,,953.0,,1401.0,644.0,"22,7","60,8","1,6519",,,
31/08/2004,03.00.00,-200.0,832.0,,,593.0,,1049.0,,1347.0,558.0,"24,1","55,5","1,6481",,,
31/08/2004,04.00.00,-200.0,854.0,,,645.0,,954.0,,1399.0,602.0,"22,5","60,9","1,6424",,,
31/08/2004,05.00.00,-200.0,913.0,,,726.0,,861.0,,1487.0,737.0,"22,0","64,5","1,6847",,,
31/08/2004,06.00.00,-200.0,976.0,,,840.0,,756.0,,1555.0,885.0,"22,3","62,9","1,6754",,,
